event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-10-01 00:00:33 UTC,remove_from_cart,5779403,1487580013506068678,,,12.22,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:00:34 UTC,cart,5670337,1752742615205281895,,,2.38,546705258,3b5c65c0-bb1c-453b-b340-4ebf973a3136
2019-10-01 00:00:42 UTC,cart,5836522,1487580013522845895,,nagaraku,0.40,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:00:43 UTC,cart,5836522,1487580013522845895,,nagaraku,0.40,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:00:48 UTC,view,5819638,1487580008162526182,,,21.75,546705258,3b5c65c0-bb1c-453b-b340-4ebf973a3136
2019-10-01 00:00:48 UTC,cart,5859414,1487580005671109489,,masura,2.37,555442940,618f3d7d-2939-47ea-8f1d-07a4f97d0fe2
2019-10-01 00:00:53 UTC,view,5856191,1487580006350586771,appliances.environment.vacuum,runail,24.44,507355498,944c7e9b-40bd-4112-a05b-81e73f37e0c0
2019-10-01 00:00:55 UTC,cart,5859413,1487580005671109489,,masura,2.37,555442940,618f3d7d-2939-47ea-8f1d-07a4f97d0fe2
2019-10-01 00:00:56 UTC,remove_from_cart,5881589,2151191071051219817,,lovely,13.48,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:01:01 UTC,cart,5723518,1487580005134238553,,runail,2.62,430174032,c2bbd970-a5ad-42dd-a59b-f44276330b02
2019-10-01 00:01:02 UTC,remove_from_cart,5848908,1487580007675986893,,bpw.style,1.90,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:01:03 UTC,cart,5677366,1487580008246412266,,estel,7.30,524009100,8bbff347-0be1-470e-8860-d9a75db965b2
2019-10-01 00:01:03 UTC,cart,5859411,1487580005671109489,,masura,2.37,555442940,618f3d7d-2939-47ea-8f1d-07a4f97d0fe2
2019-10-01 00:01:03 UTC,remove_from_cart,5729011,1487580007776650194,,ingarden,0.79,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:01:05 UTC,remove_from_cart,5858981,1487580007634043851,,de.lux,0.79,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:01:05 UTC,remove_from_cart,5858981,1487580007634043851,,de.lux,0.79,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:01:06 UTC,remove_from_cart,5857269,1487580005134238553,,runail,2.62,430174032,c2bbd970-a5ad-42dd-a59b-f44276330b02
2019-10-01 00:01:06 UTC,cart,5859410,1487580005671109489,,masura,2.37,555442940,618f3d7d-2939-47ea-8f1d-07a4f97d0fe2
2019-10-01 00:01:06 UTC,remove_from_cart,5728995,1487580007776650194,,ingarden,0.79,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:01:07 UTC,remove_from_cart,5312,1487580009471148064,,runail,1.27,467916806,2f5b5546-b8cb-9ee7-7ecd-84276f8ef486
2019-10-01 00:01:07 UTC,remove_from_cart,5728995,1487580007776650194,,ingarden,0.79,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:01:07 UTC,remove_from_cart,5312,1487580009471148064,,runail,1.27,467916806,2f5b5546-b8cb-9ee7-7ecd-84276f8ef486
2019-10-01 00:01:10 UTC,remove_from_cart,5823915,1487580007432717250,,milv,1.59,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:01:10 UTC,remove_from_cart,5823915,1487580007432717250,,milv,1.59,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:01:11 UTC,view,5733176,1487580009362096156,,,0.60,543446752,4a01cad9-7368-fd9e-d907-d4d85de0b55c
2019-10-01 00:01:11 UTC,remove_from_cart,5833320,1487580007675986893,,bpw.style,1.27,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:01:13 UTC,cart,5677456,1487580008263189483,,estel,10.32,377667011,81326ac6-daa4-4f0a-b488-fd0956a78733
2019-10-01 00:01:13 UTC,cart,5875317,2029082628195353599,,,1.59,474232307,445f2b74-5e4c-427e-b7fa-6e0a28b156fe
2019-10-01 00:01:16 UTC,cart,5859409,1487580005671109489,,masura,2.37,555442940,618f3d7d-2939-47ea-8f1d-07a4f97d0fe2
2019-10-01 00:01:16 UTC,view,5712497,1487580005008409427,,f.o.x,6.03,555446068,4257671a-efc8-4e58-96c2-3ab457916d78
2019-10-01 00:01:17 UTC,remove_from_cart,5788423,1487580007306888126,,,3.33,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:01:17 UTC,view,5802437,2151191070984110951,,,4.92,555447840,3f35677f-14db-4551-977c-52d1cfbb8c5b
2019-10-01 00:01:18 UTC,cart,5686225,1487580009471148064,,,1.21,467916806,2f5b5546-b8cb-9ee7-7ecd-84276f8ef486
2019-10-01 00:01:19 UTC,remove_from_cart,5768046,1487580007659209676,,ingarden,1.27,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:01:19 UTC,cart,5686225,1487580009471148064,,,1.21,467916806,2f5b5546-b8cb-9ee7-7ecd-84276f8ef486
2019-10-01 00:01:24 UTC,remove_from_cart,5664641,1487580011425693811,,,0.70,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:01:24 UTC,remove_from_cart,5664641,1487580011425693811,,,0.70,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:01:25 UTC,view,5663276,1487580005411062629,,cnd,15.71,520558067,d3bb9ae8-192b-4d0c-9451-60cbeb5107c9
2019-10-01 00:01:25 UTC,remove_from_cart,5664660,1487580011425693811,,,0.60,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:01:26 UTC,cart,5814045,1783999063314661546,,grattol,10.32,546705258,3b5c65c0-bb1c-453b-b340-4ebf973a3136
2019-10-01 00:01:26 UTC,remove_from_cart,5664660,1487580011425693811,,,0.60,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:01:28 UTC,cart,5773351,1487580005134238553,,runail,2.62,430174032,9938a99a-f1c6-4b19-8887-e6c47ded7c67
2019-10-01 00:01:29 UTC,cart,5842144,1487580006317032337,,,1.59,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
2019-10-01 00:01:29 UTC,remove_from_cart,5827373,1487580009445982239,,,1.52,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:01:32 UTC,cart,5820713,1487580006317032337,,,2.22,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
2019-10-01 00:01:33 UTC,cart,5820713,1487580006317032337,,,2.22,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
2019-10-01 00:01:35 UTC,remove_from_cart,5881449,1487580013522845895,,lovely,0.56,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:01:38 UTC,remove_from_cart,5620908,1487580005855658874,,runail,2.22,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:01:38 UTC,remove_from_cart,5620908,1487580005855658874,,runail,2.22,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:01:40 UTC,remove_from_cart,5881425,1487580013522845895,,lovely,6.83,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:01:45 UTC,view,5886693,1487580006937789357,,,11.11,546705258,3b5c65c0-bb1c-453b-b340-4ebf973a3136
2019-10-01 00:01:45 UTC,remove_from_cart,60183,1487580009445982239,,runail,1.98,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:01:45 UTC,remove_from_cart,60183,1487580009445982239,,runail,1.98,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:01:46 UTC,view,5843665,1487580005092295511,,f.o.x,9.44,462033176,a18e0999-61a1-4218-8f8f-61ec1d375361
2019-10-01 00:01:46 UTC,view,5597836,1487580005713052531,,ingarden,3.90,520558067,d3bb9ae8-192b-4d0c-9451-60cbeb5107c9
2019-10-01 00:01:52 UTC,remove_from_cart,5881431,1487580013506068678,,lovely,11.27,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:01:53 UTC,remove_from_cart,5854882,1487580009445982239,,irisk,0.95,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:01:55 UTC,cart,5868461,1487580013069861041,,italwax,3.57,514753614,e2fecb2d-22d0-df2c-c661-15da44b3ccf1
2019-10-01 00:01:57 UTC,view,5804355,1487580005461394279,,bluesky,5.24,555446068,4257671a-efc8-4e58-96c2-3ab457916d78
2019-10-01 00:02:08 UTC,cart,5597836,1487580005713052531,,ingarden,3.90,520558067,d3bb9ae8-192b-4d0c-9451-60cbeb5107c9
2019-10-01 00:02:10 UTC,view,5823288,1487580005134238553,,runail,2.38,430174032,73dea1e7-664e-43f4-8b30-d32b9d5af04f
2019-10-01 00:02:13 UTC,remove_from_cart,5820713,1487580006317032337,,,2.22,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
2019-10-01 00:02:13 UTC,remove_from_cart,5820713,1487580006317032337,,,2.22,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
2019-10-01 00:02:16 UTC,remove_from_cart,5842144,1487580006317032337,,,1.59,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
2019-10-01 00:02:17 UTC,remove_from_cart,5842144,1487580006317032337,,,1.59,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
2019-10-01 00:02:18 UTC,view,5597836,1487580005713052531,,ingarden,3.90,520558067,d3bb9ae8-192b-4d0c-9451-60cbeb5107c9
2019-10-01 00:02:24 UTC,view,5852507,1657722039387029886,,,11.43,401329661,9ad1b6fa-781b-45f1-970a-e4e9adf8ce38
2019-10-01 00:02:24 UTC,cart,5830504,1487580005671109489,,masura,3.95,555442940,618f3d7d-2939-47ea-8f1d-07a4f97d0fe2
2019-10-01 00:02:25 UTC,view,5834496,1487580008145748965,,pole,0.70,549297581,618f420b-ded8-4ca1-a220-1bb89aadce26
2019-10-01 00:02:26 UTC,remove_from_cart,5704385,1487580008246412266,,estel,6.11,524009100,8bbff347-0be1-470e-8860-d9a75db965b2
2019-10-01 00:02:29 UTC,view,5881589,2151191071051219817,,lovely,13.48,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:02:32 UTC,cart,5857283,1487580005134238553,,runail,2.62,463240011,26dd6e6e-4dac-4778-8d2c-92e149dab885
2019-10-01 00:02:35 UTC,cart,5842144,1487580006317032337,,,1.59,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
2019-10-01 00:02:37 UTC,view,5849675,1487580013841613016,,keen,6.22,555416325,58d5b05c-41b0-48e5-975c-da688bb0e144
2019-10-01 00:02:40 UTC,cart,5723523,1487580005134238553,,runail,2.62,463240011,26dd6e6e-4dac-4778-8d2c-92e149dab885
2019-10-01 00:02:41 UTC,remove_from_cart,5677366,1487580008246412266,,estel,7.30,524009100,8bbff347-0be1-470e-8860-d9a75db965b2
2019-10-01 00:02:42 UTC,view,5780714,1487580005092295511,,pole,5.56,555446068,4257671a-efc8-4e58-96c2-3ab457916d78
2019-10-01 00:02:44 UTC,cart,5838751,1487580012096782476,,,3.02,431488805,1645aa31-ac43-4ae8-9269-00b873099f4f
2019-10-01 00:02:45 UTC,view,5775980,1783999063314661546,,,11.90,546705258,3b5c65c0-bb1c-453b-b340-4ebf973a3136
2019-10-01 00:02:47 UTC,cart,5802432,1487580009286598681,,,0.32,554825402,fa774784-acec-40bd-b5b8-c3fd2a5e1fb9
2019-10-01 00:02:50 UTC,view,5877456,1487580006300255120,,jessnail,122.22,527418424,86e77869-afbc-4dff-9aa2-6b7dd8c90770
2019-10-01 00:02:52 UTC,remove_from_cart,5864736,2055161088059638328,,bpw.style,1.59,464191317,349ca354-d983-4e7e-b2bc-63886d42d378
2019-10-01 00:02:53 UTC,cart,5742402,1487580009362096156,,,1.03,543446752,4a01cad9-7368-fd9e-d907-d4d85de0b55c
2019-10-01 00:02:56 UTC,view,5587756,1487580006317032337,,irisk,1.59,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
2019-10-01 00:02:57 UTC,cart,5775980,1783999063314661546,,,11.90,546705258,3b5c65c0-bb1c-453b-b340-4ebf973a3136
2019-10-01 00:02:59 UTC,cart,5700037,1487580009286598681,,runail,0.40,554825402,fa774784-acec-40bd-b5b8-c3fd2a5e1fb9
2019-10-01 00:03:06 UTC,view,5831768,1783999072332415142,,pole,3.46,500715786,43222328-70e0-4213-9bb4-ef03a172fabc
2019-10-01 00:03:07 UTC,cart,5700047,1487580009286598681,,runail,0.40,554825402,fa774784-acec-40bd-b5b8-c3fd2a5e1fb9
2019-10-01 00:03:09 UTC,view,5773216,1487580005134238553,,runail,2.62,430174032,73dea1e7-664e-43f4-8b30-d32b9d5af04f
2019-10-01 00:03:10 UTC,view,5817891,1487580005385896804,,,5.56,555446068,4257671a-efc8-4e58-96c2-3ab457916d78
2019-10-01 00:03:12 UTC,remove_from_cart,5881439,1487580013522845895,,lovely,6.83,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:03:12 UTC,cart,5688124,1487580009311764506,,,0.32,554825402,fa774784-acec-40bd-b5b8-c3fd2a5e1fb9
2019-10-01 00:03:12 UTC,remove_from_cart,5881439,1487580013522845895,,lovely,6.83,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:03:13 UTC,remove_from_cart,5836527,1487580013522845895,,nagaraku,0.63,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:03:13 UTC,remove_from_cart,5836527,1487580013522845895,,nagaraku,0.63,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:03:15 UTC,remove_from_cart,5836517,2151191071118328683,,nagaraku,2.38,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:03:22 UTC,view,5677990,1487580008246412266,,estel,7.14,377667011,81326ac6-daa4-4f0a-b488-fd0956a78733
2019-10-01 00:03:22 UTC,cart,5775982,1783999063314661546,,,11.90,546705258,3b5c65c0-bb1c-453b-b340-4ebf973a3136
2019-10-01 00:03:23 UTC,cart,5773313,1487580005134238553,,runail,2.62,463240011,26dd6e6e-4dac-4778-8d2c-92e149dab885
2019-10-01 00:03:26 UTC,cart,5852507,1657722039387029886,,,11.43,401329661,9ad1b6fa-781b-45f1-970a-e4e9adf8ce38
2019-10-01 00:03:31 UTC,cart,5881589,2151191071051219817,,lovely,13.48,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:03:33 UTC,cart,5831768,1783999072332415142,,pole,3.46,500715786,43222328-70e0-4213-9bb4-ef03a172fabc
2019-10-01 00:03:33 UTC,view,5848657,1921723491720102387,,,5.71,555446068,4257671a-efc8-4e58-96c2-3ab457916d78
2019-10-01 00:03:35 UTC,view,5825583,1487580006937789357,,,8.25,546705258,3b5c65c0-bb1c-453b-b340-4ebf973a3136
2019-10-01 00:03:40 UTC,cart,5863095,1487580011627020412,,,0.51,374260060,5499ba8d-28e3-46c1-b952-0a560d1a0ea5
2019-10-01 00:03:40 UTC,cart,5773173,1487580005134238553,,runail,2.62,430174032,73dea1e7-664e-43f4-8b30-d32b9d5af04f
2019-10-01 00:03:41 UTC,view,5838962,1487580011283087468,,lovely,7.94,401329661,9ad1b6fa-781b-45f1-970a-e4e9adf8ce38
2019-10-01 00:03:41 UTC,view,5649270,1487580013749338323,,concept,6.19,555448072,b5f72ceb-0730-44de-a932-d16db62390df
2019-10-01 00:03:41 UTC,cart,5761284,1487580011627020412,,dizao,1.08,374260060,5499ba8d-28e3-46c1-b952-0a560d1a0ea5
2019-10-01 00:03:44 UTC,view,18082,1487580005411062629,,cnd,16.03,552006247,2d8f304b-de45-4e59-8f40-50c603843fe5
2019-10-01 00:03:48 UTC,cart,5586024,1487580009362096156,,,1.00,554825402,fa774784-acec-40bd-b5b8-c3fd2a5e1fb9
2019-10-01 00:04:03 UTC,cart,5687151,1487580009605365797,,,1.90,467916806,2f5b5546-b8cb-9ee7-7ecd-84276f8ef486
2019-10-01 00:04:04 UTC,view,5763379,2141560642253881670,,,4.60,555448108,890f4c43-fc27-4349-b1fb-3900b4e321d2
2019-10-01 00:04:09 UTC,remove_from_cart,5841799,1487580009471148064,,,0.13,467916806,2f5b5546-b8cb-9ee7-7ecd-84276f8ef486
2019-10-01 00:04:10 UTC,remove_from_cart,5841799,1487580009471148064,,,0.13,467916806,2f5b5546-b8cb-9ee7-7ecd-84276f8ef486
2019-10-01 00:04:14 UTC,remove_from_cart,5881589,2151191071051219817,,lovely,13.48,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:04:14 UTC,remove_from_cart,5881589,2151191071051219817,,lovely,13.48,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:04:15 UTC,remove_from_cart,5692893,2140803113261466607,,yoko,3.33,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:04:15 UTC,remove_from_cart,5802443,2151191070908613477,,,4.92,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:04:15 UTC,remove_from_cart,5802443,2151191070908613477,,,4.92,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:04:16 UTC,view,5773351,1487580005134238553,,runail,2.62,430174032,73dea1e7-664e-43f4-8b30-d32b9d5af04f
2019-10-01 00:04:16 UTC,remove_from_cart,5692893,2140803113261466607,,yoko,3.33,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:04:16 UTC,remove_from_cart,5861342,1487580010645553231,,,1.90,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:04:16 UTC,remove_from_cart,5861342,1487580010645553231,,,1.90,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:04:17 UTC,remove_from_cart,5854580,1487580010645553231,,jessnail,3.81,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:04:17 UTC,remove_from_cart,5854580,1487580010645553231,,jessnail,3.81,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:04:18 UTC,remove_from_cart,5800788,1487580007256556476,,,4.52,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:04:18 UTC,remove_from_cart,5800788,1487580007256556476,,,4.52,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:04:19 UTC,cart,5849915,1891434351850160381,,bioaqua,9.21,374260060,5499ba8d-28e3-46c1-b952-0a560d1a0ea5
2019-10-01 00:04:19 UTC,remove_from_cart,5836522,1487580013522845895,,nagaraku,0.40,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:04:19 UTC,remove_from_cart,5836522,1487580013522845895,,nagaraku,0.40,429681830,49e8d843-adf3-428b-a2c3-fe8bc6a307c9
2019-10-01 00:04:24 UTC,cart,5838935,1487580005713052531,,ingarden,4.44,232889708,34b032ea-f476-4c1e-b3c8-1bacb170c34b
2019-10-01 00:04:24 UTC,view,5817892,1487580005385896804,,,5.56,555446068,4257671a-efc8-4e58-96c2-3ab457916d78
2019-10-01 00:04:24 UTC,view,5773173,1487580005134238553,,runail,2.62,430174032,73dea1e7-664e-43f4-8b30-d32b9d5af04f
2019-10-01 00:04:25 UTC,view,5875511,1487580005268456287,,,2.54,555448054,07015e1a-aa44-4c85-aeed-d55a0593f252
2019-10-01 00:04:31 UTC,view,5886696,1487580006937789357,,,15.08,546705258,3b5c65c0-bb1c-453b-b340-4ebf973a3136
2019-10-01 00:04:34 UTC,view,5763379,2141560642253881670,,,4.60,555448108,890f4c43-fc27-4349-b1fb-3900b4e321d2
2019-10-01 00:04:42 UTC,view,5550686,1487580008145748965,,,1.11,485644718,4afc450a-3459-46db-89c0-84b73aa0fd64
2019-10-01 00:04:44 UTC,view,5779254,1487580005050352469,,haruyama,1.98,520558067,d3bb9ae8-192b-4d0c-9451-60cbeb5107c9
2019-10-01 00:04:44 UTC,cart,5886696,1487580006937789357,,,15.08,546705258,3b5c65c0-bb1c-453b-b340-4ebf973a3136
2019-10-01 00:04:47 UTC,view,4975,1487580008145748965,,runail,3.10,549297581,618f420b-ded8-4ca1-a220-1bb89aadce26
2019-10-01 00:04:51 UTC,cart,5800920,1487580011652186237,,,7.49,500715786,43222328-70e0-4213-9bb4-ef03a172fabc
2019-10-01 00:04:52 UTC,cart,5783929,1487580005595612013,,,2.06,232889708,34b032ea-f476-4c1e-b3c8-1bacb170c34b
2019-10-01 00:04:52 UTC,cart,5587756,1487580006317032337,,irisk,1.59,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
2019-10-01 00:04:54 UTC,cart,5842145,1487580006317032337,,,1.59,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
2019-10-01 00:04:55 UTC,view,5775984,1783999063314661546,,,11.90,546705258,3b5c65c0-bb1c-453b-b340-4ebf973a3136
2019-10-01 00:04:56 UTC,cart,5842147,1487580006317032337,,,1.59,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
2019-10-01 00:05:00 UTC,cart,5815633,1842735764509557576,,rosi,6.35,464191317,3ab4d9ce-82f9-abc8-ae11-e07eed4987ce
2019-10-01 00:05:03 UTC,view,5847339,1982860244379763042,,,7.14,465606085,b3803973-587f-45bf-b21f-22b5bf4a6d87
2019-10-01 00:05:13 UTC,cart,5775984,1783999063314661546,,,11.90,546705258,3b5c65c0-bb1c-453b-b340-4ebf973a3136
2019-10-01 00:05:16 UTC,view,5882788,1487580013522845895,,thuya,85.56,553633002,4bdf2c4e-37f7-4fc0-9c75-65e0e4f2222c
2019-10-01 00:05:17 UTC,cart,5700074,1487580009286598681,,runail,1.27,554825402,fa774784-acec-40bd-b5b8-c3fd2a5e1fb9
2019-10-01 00:05:20 UTC,view,5884211,1487580005092295511,,,10.63,387845383,dd62e3c8-2ec9-f7e8-12b7-6e83371d79fa
2019-10-01 00:05:24 UTC,cart,5765509,1487580011627020412,,dizao,1.08,374260060,5499ba8d-28e3-46c1-b952-0a560d1a0ea5
2019-10-01 00:05:26 UTC,view,5822266,1487580005595612013,,,3.00,465606085,b3803973-587f-45bf-b21f-22b5bf4a6d87
2019-10-01 00:05:27 UTC,cart,5659825,1487580007717929935,,airnails,0.95,463240011,26dd6e6e-4dac-4778-8d2c-92e149dab885
2019-10-01 00:05:28 UTC,view,5856186,1487580006300255120,,runail,75.40,555448273,4730d46a-cf53-46f4-b384-8da842d8c259
2019-10-01 00:05:33 UTC,cart,5844397,1487580006317032337,,,2.38,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
2019-10-01 00:05:33 UTC,view,5754852,1487580005092295511,,,10.63,387845383,864790c5-b802-4162-ad59-ec237f745de5
2019-10-01 00:05:35 UTC,remove_from_cart,5677456,1487580008263189483,,estel,10.32,377667011,81326ac6-daa4-4f0a-b488-fd0956a78733
2019-10-01 00:05:35 UTC,remove_from_cart,5677456,1487580008263189483,,estel,10.32,377667011,81326ac6-daa4-4f0a-b488-fd0956a78733
2019-10-01 00:05:36 UTC,view,5587658,1487580008145748965,,roubloff,2.52,549297581,9f6c05a4-92a7-4740-859e-ecd5d4853a76
2019-10-01 00:05:36 UTC,cart,5844406,1487580006317032337,,,2.38,385985999,d30965e8-1101-44ab-b45d-cc1bb9fae694
2019-10-01 00:05:38 UTC,cart,5886698,1487580006937789357,,,15.08,546705258,3b5c65c0-bb1c-453b-b340-4ebf973a3136
2019-10-01 00:05:38 UTC,view,5883344,1487580005671109489,,masura,4.75,465606085,b3803973-587f-45bf-b21f-22b5bf4a6d87
2019-10-01 00:05:39 UTC,view,5806551,1487580004916134735,,,10.63,387845383,9990dd5f-ced4-82fd-3f1b-cf5262aabce9
2019-10-01 00:05:45 UTC,view,5866138,1487580005268456287,,,7.14,555448297,00717aa7-cccd-4175-991d-7792edd78678
2019-10-01 00:05:50 UTC,cart,5852392,1487580005713052531,,ingarden,4.44,232889708,34b032ea-f476-4c1e-b3c8-1bacb170c34b
2019-10-01 00:05:56 UTC,view,5867954,1487580009445982239,,,1.51,555431033,89edf0dc-e74d-4c40-820e-9c0060d28954
2019-10-01 00:05:58 UTC,view,5845432,1487580005268456287,,beautix,15.71,555448297,e6493c6a-206f-41be-88f7-ddfb0a27ef28
2019-10-01 00:06:00 UTC,view,5861295,1487580008145748965,,,2.38,444396164,359a6f7f-c258-4a06-9b79-72a922f3685c
2019-10-01 00:06:00 UTC,view,5800920,1487580011652186237,,,7.49,500715786,43222328-70e0-4213-9bb4-ef03a172fabc
2019-10-01 00:06:01 UTC,view,5751383,1487580005092295511,,uno,10.32,555448312,582c6078-6de3-4842-b91e-de734751cc1c
2019-10-01 00:06:02 UTC,view,5879298,1487580008800059394,,masura,5.54,467916806,2f5b5546-b8cb-9ee7-7ecd-84276f8ef486
2019-10-01 00:06:03 UTC,view,5866138,1487580005268456287,,,7.14,555448297,0848ea58-b39b-44fe-8d00-eb1bb4eddc0f
